DeviceCode,DeviceCategoryCode,DeviceCategoryName
SBECTD37SIP8465,CTD,CTD
SBECTD37SIP8466,CTD,CTD
SBECTD37SM1549,CTD,CTD
SBECTD37SMPODO11896,CTD,CTD
SBECTD37SMPODO16251,CTD,CTD
SBECTD37SMPODO16252,CTD,CTD
SBECTD37SMPODO16834,CTD,CTD
SBECTD37SMPODO9532,CTD,CTD
SBECTD37SMPODO9533,CTD,CTD
SBECTD37SMPODO9534,CTD,CTD
SBECTD37SMPODO9535,CTD,CTD
SBECTD37SMPODO9536,CTD,CTD
SBECTD37SMPODO9537,CTD,CTD
SBECTD49FASTCAT0211,CTD,CTD
SBECTD9PLUS-1213,CTD,CTD
SBECTD9PLUS-SEIRIOS,CTD,CTD
SBECTD9PLUS0216,CTD,CTD
SBECTD9PLUS1087,CTD,CTD
SBECTD9PLUS443,CTD,CTD
SBECTD9PLUS585,CTD,CTD
SBECTD9PLUSDEEPDISCOVERER,CTD,CTD
SBESEAFETV2PH2075,PHSENSOR,pH Sensor
SBESEAFETV2PH2076,PHSENSOR,pH Sensor
SBESLOCUM0031,CTD,CTD
SBESLOCUM9035,CTD,CTD
SBESLOCUM9309,CTD,CTD
SBETSG21-3103,TSG,Thermosalinograph
SBETSG21-3144,TSG,Thermosalinograph
SBETSG45-4570476-0421,TSG,Thermosalinograph
SBETSG45-46,TSG,Thermosalinograph
SBETSG45-48,TSG,Thermosalinograph
SBETSG450454,TSG,Thermosalinograph
SBETSG450455,TSG,Thermosalinograph
SBETSG452621,TSG,Thermosalinograph
SBETSG45OKEANOSEXPLORER,TSG,Thermosalinograph
SBETSGSK-17,TSG,Thermosalinograph
SBETSGSK-18,TSG,Thermosalinograph
SBETSGSK-19,TSG,Thermosalinograph
SBETSGSK0022,TSG,Thermosalinograph
SBETSGSK7110029,TSG,Thermosalinograph
SCIMPI-1416A,BOREHOLE_MEASURE,Borehole Measurements
SCRIPPSMELABDPG9036,DPG,Differential Pressure Gauge
SCU01,JB,Junction Box
SCU02,JB,Junction Box
SCU03,JB,Junction Box
SCU04,JB,Junction Box
SCU05,JB,Junction Box
SCU06,JB,Junction Box
SCUV207,JB,Junction Box
SCUV208,JB,Junction Box
SCUV209,JB,Junction Box
SCUV210,JB,Junction Box
SEABIRDSBE180701,PHSENSOR,pH Sensor
SEABIRDSBE18180691,PHSENSOR,pH Sensor
SEABIRDSBE18180692,PHSENSOR,pH Sensor
SEABOTIXLBU300-5LBV0215007,ROV_CAMERA,ROV Camera
SEABOTIXLBU300-5SNLBV0215007,PLATFORM,Platform
SEAEYEFALCON_ROV,PLATFORM,Platform
SEAEYEFALCONNAV01,NAV,Navigation
SEAPOINTCHLFLUOROMETER2675,FLUOROMETER,Fluorometer
SeapointFluorometer,FLUOROMETER,Fluorometer
SEAPOINTFLUOROMETER2228,FLUOROMETER,Fluorometer
SEAPOINTFLUOROMETER2461,FLUOROMETER,Fluorometer
SEAPOINTFLUOROMETER2569,FLUOROMETER,Fluorometer
SEAPOINTFLUOROMETER2859,FLUOROMETER,Fluorometer
SeapointFluorometer3125,FLUOROMETER,Fluorometer
SEAPOINTFLUOROMETER3640,FLUOROMETER,Fluorometer
SEAPOINTTURB11963,TURBIDITYMETER,Turbidity Meter
SEAPOINTTURB12236,TURBIDITYMETER,Turbidity Meter
SEAPOINTTURB12237,TURBIDITYMETER,Turbidity Meter
SEAPOINTTURB12423,TURBIDITYMETER,Turbidity Meter
SEAPOINTTURB13453,TURBIDITYMETER,Turbidity Meter
SEAPOINTTURBIDITY14065,TURBIDITYMETER,Turbidity Meter
SECRETBEACHSTN,ADAPTER,Adapter
SEIRIOS,PLATFORM,Platform
SEIRIOSROVNAV01,NAV,Navigation
SENSORGNOME749ARPI33E7C,ACOUSTICRECEIVER,Acoustic Receiver
SEPTENTRIOCHOKERINGB3E65102,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65113,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65116,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65117,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65118,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65120,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65121,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65122,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65123,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65125,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65126,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65127,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65128,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65130,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65131,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65132,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65133,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65134,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65140,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65141,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65143,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65144,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65145,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65147,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65148,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65149,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65155,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65156,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65157,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65158,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65159,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65166,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65175,NAV,Navigation
SEPTENTRIOCHOKERINGB3E65177,NAV,Navigation
SEPTENTRIOPOLAR53015935,NAV,Navigation
SEPTENTRIOPOLAR53015941,NAV,Navigation
SEPTENTRIOPOLAR53015944,NAV,Navigation
SEPTENTRIOPOLAR53015949,NAV,Navigation
SEPTENTRIOPOLAR53016004,NAV,Navigation
SEPTENTRIOPOLAR53016053,NAV,Navigation
SEPTENTRIOPOLAR53016054,NAV,Navigation
SEPTENTRIOPOLAR53016054dup,NAV,Navigation
SEPTENTRIOPOLAR53016059,NAV,Navigation
SEPTENTRIOPOLAR53016064,NAV,Navigation
SEPTENTRIOPOLAR53016069,NAV,Navigation
SEPTENTRIOPOLAR53016070,NAV,Navigation
SEPTENTRIOPOLAR53016071,NAV,Navigation
SEPTENTRIOPOLAR53016090,NAV,Navigation
SEPTENTRIOPOLAR53016100,NAV,Navigation
SEPTENTRIOPOLAR53016104,NAV,Navigation
SEPTENTRIOPOLAR53016106,NAV,Navigation
SEPTENTRIOPOLAR53016107,NAV,Navigation
SEPTENTRIOPOLAR53016109,NAV,Navigation
SEPTENTRIOPOLAR53016110,NAV,Navigation
SEPTENTRIOPOLAR53016115,NAV,Navigation
SEPTENTRIOPOLAR53016119,NAV,Navigation
SEPTENTRIOPOLAR53016122,NAV,Navigation
SEPTENTRIOPOLAR53016127,NAV,Navigation
SEPTENTRIOPOLAR53016152,NAV,Navigation
SEPTENTRIOPOLAR53016155,NAV,Navigation
SEPTENTRIOPOLAR53016170,NAV,Navigation
SEPTENTRIOPOLAR53018383,NAV,Navigation
SEPTENTRIOPOLAR53018527,NAV,Navigation
SEPTENTRIOPOLAR53018534,NAV,Navigation
SEPTENTRIOPOLAR53018536,NAV,Navigation
SEPTENTRIOPOLAR53018537,NAV,Navigation
SEPTENTRIOPOLAR53018538,NAV,Navigation
SEPTENTRIOPOLAR53018540,NAV,Navigation
SEPTENTRIOPOLAR53018552,NAV,Navigation
SEPTENTRIOPOLAR53018553,NAV,Navigation
SEPTENTRIOPOLAR53018555,NAV,Navigation
SEPTENTRIOPOLAR54126,NAV,Navigation
SeqLISST100x1031,PARTANALYZER,Particle Analyzer
SeqLISST100x1339,PARTANALYZER,Particle Analyzer
SeqLISST100x1462,PARTANALYZER,Particle Analyzer
SERIALSERVER02,ADAPTER,Adapter
SF_2100_0075,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
SFC,GRAVIMETER,Gravimeter
SGDELTANODE,JB,Junction Box
SHARPPOINTSTN,ADAPTER,Adapter
SHINEMICRORADARPLUSAIS143,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS145,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS148,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS150,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS151,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS152,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS153,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS154,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS157,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHINEMICRORADARPLUSAIS160,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
SHORESCU01,JB,Junction Box
SHORESCU02,JB,Junction Box
SHORESCU03,JB,Junction Box
SHORESCU04,JB,Junction Box
SHORESCU05,JB,Junction Box
SHORESCU06,JB,Junction Box
SHORESCU07,JB,Junction Box
SHRIMPI-1416B,BOREHOLE_MEASURE,Borehole Measurements
SI-NODE,NODE,Node
SI-NODE-PRIMARY-BOARD,NODE,Node
SI-NODE-SECONDARY-BOARD,NODE,Node
SIDSSEBBES01,BBES,Benthic Biogeochemical Experiment System
SIDSSEUCRDS01,UCRDS,Underwater Cavity Ring-down Spectroscopy
SIDSSEUURS01,UURS,Underwater Ultraviolet Raman Spectrometer
SIDSSEUVA01,UWVOLTAMMETRICSYSTEM,Underwater Voltammetric System
SIDUS_2,VIDEOCAM,Video Camera
SIDUSCAMERA00714,VIDEOCAM,Video Camera
SIDUSPTSS109-1241,PTL,Pan Tilt Lights
SIDUSPTSS109-1289,PTL,Pan Tilt Lights
SIKULIAQROSETTE,PLATFORM,Platform
SILICONAUDIOULN0536,BBS,Broadband Seismometer
SILICONAUDIOULN0537,BBS,Broadband Seismometer
SILICONAUDIOULN0539,BBS,Broadband Seismometer
SILLMOORING,PLATFORM,Platform
SIMobileRoot,NODE,Node
SIMRADEA600-1522,ECHOSOUNDERHYDSB,"Echosounder, Hydrographic Single Beam"
SIMRESNODE,NODE,Node
SLIP-FLEX24,ACCELEROMETER,Accelerometer
SLIP-HEALTH,ADAPTER,Adapter
SLIP-ORIENT,ORIENTATION,Orientation
SLIP-PRESS,PRES,Pressure Gauge
SLIP-THERM,TARRAY,Temperature Array
SLIP-THERM02,TARRAY,Temperature Array
SLOCUM200,PLATFORM,Platform
SLOCUM346,PLATFORM,Platform
SLOCUM556,PLATFORM,Platform
SLOCUM579,PLATFORM,Platform
SMARTOCEANSROOTNODE,NODE,Node
sobcshore1.dc.onc,SERVER,Server
SOG-CENTRAL-NODE,NODE,Node
SOG-CENTRAL-NODE-PRIMARY-BOARD,NODE,Node
SOG-CENTRAL-NODE-SECONDARY-BOARD,NODE,Node
SOG-EAST-NODE,NODE,Node
SOG-EAST-NODE-PRIMARY-BOARD,NODE,Node
SOG-EAST-NODE-SECONDARY-BOARD,NODE,Node
sogbuff1.dmas.sog.venus,SERVER,Server
sogbuff2.dmas.sog.venus,SERVER,Server
SOGMOORING,PLATFORM,Platform
sogshore1.dc.onc,SERVER,Server
SONGMETERSM2MHYDROPHONE681517,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681519,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681520,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681522,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681523,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681524,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681583,HYDROPHONE,Hydrophone
SONGMETERSM2MHYDROPHONE681614,HYDROPHONE,Hydrophone
SONGMETERSM4MHYDROPHONES4A05403,HYDROPHONE,Hydrophone
SONY_ARIANE,ROV_CAMERA,ROV Camera
SONYCYBERSHOT707DSC02,DSC,Still Camera
SONYRH1243000723,VIDEOCAM,Video Camera
SOUNDVELOCITYPROFILEROKEANOSEXPLORER,SOUND_SPEED_SENSOR,Sound Speed Sensor
SOVI_NODE,NODE,Node
SPIRITOFVANCOUVERISLAND,PLATFORM,Platform
SRSLSIMBA1516027,ICE_BUOY,Ice Buoy
SRSLSIMBACAN0201,ICE_BUOY,Ice Buoy
ST204PILOTCAM,ROV_CAMERA,ROV Camera
ST204ROV,PLATFORM,Platform
ST204STARBOARDCAM,ROV_CAMERA,ROV Camera
ST205NAV01,NAV,Navigation
ST205PILOTCAM,ROV_CAMERA,ROV Camera
ST205ROV,PLATFORM,Platform
ST217ROV,PLATFORM,Platform
ST217ROVCAM,ROV_CAMERA,ROV Camera
STARMONMINIT3708,TEMPSENSOR,Temperature Sensor
STARMONMINIT3709,TEMPSENSOR,Temperature Sensor
STARMONMINIT5090,TEMPSENSOR,Temperature Sensor
STARMONMINIT5094,TEMPSENSOR,Temperature Sensor
STRAITOFGEORGIAARRAY,OCEANOGRAPHICRADAR,Oceanographic Radar System
STRATHCONASTN,ADAPTER,Adapter
STRAWAGGREGATOR01,NETWORKAGGREGATOR,Network Aggregator
STRAWMINIJB01,JB,Junction Box
STRAWMINIJB02,JB,Junction Box
STRAWPOCAM1,POCAM,Precision Optical Calibration Module
STRAWPOCAM2,POCAM,Precision Optical Calibration Module
STRAWPOCAM3,POCAM,Precision Optical Calibration Module
STRAWSDOM1,SDOM,Digital Optical Module
STRAWSDOM2,SDOM,Digital Optical Module
STRAWSDOM3,SDOM,Digital Optical Module
STRAWSDOM4,SDOM,Digital Optical Module
STRAWSDOM5,SDOM,Digital Optical Module
STS-PT-772519,DEPTH_TEMP,Temperature and Depth Logger
STTRANS0475,TRANSMISSOMETER,Transmissometer
STTRANS0687,TRANSMISSOMETER,Transmissometer
SUBC-CAM1,DSC,Still Camera
SUBC1CAMMK5_15548,VIDEOCAM,Video Camera
SUBC1CAMMK5_15551,VIDEOCAM,Video Camera
SUBC1CAMMK5_ROVODYSSEUS,ROV_CAMERA,ROV Camera
SUBCCAMMK6HDC_17692,VIDEOCAM,Video Camera
SUBSEASONICSAR60E0396,ACOUSTIC_RELEASE,Acoustic Release
SUBSEASONICSAR60E0757,ACOUSTIC_RELEASE,Acoustic Release
SUBSEASONICSAR60E0886,ACOUSTIC_RELEASE,Acoustic Release
SUBSEASONICSAR60E3784,ACOUSTIC_RELEASE,Acoustic Release
SUNSAMIpHP0073,PHSENSOR,pH Sensor
SURVEYMOUNTAINSTN,ADAPTER,Adapter
SUUNTOZOOP32800551,DIVE_COMPUTER,Dive Computer
SWITCH_NEPTUNE_MTC,ADAPTER,Adapter
TAHSISSTN,ADAPTER,Adapter
TAHSISSWITCH,ADAPTER,Adapter
TALOYOAKHARBOURPATROL,PLATFORM,Platform
TAYLORRIVERRESTAREASTN,ADAPTER,Adapter
TCM26,ORIENTATION,Orientation
TCM26_12604,ORIENTATION,Orientation
TDKLAMBDA15C3255AB,POWER_SUPPLY,Power Supply
TDKLAMBDA15C3256AB,POWER_SUPPLY,Power Supply
TDKLAMBDA15C3257AB,POWER_SUPPLY,Power Supply
TDKLAMBDA15C3258AB,POWER_SUPPLY,Power Supply
TDKLAMBDA15C3259AB,POWER_SUPPLY,Power Supply
TDKLAMBDA15D5095AA,POWER_SUPPLY,Power Supply
TDKLAMBDA15H8823AA,POWER_SUPPLY,Power Supply
TECHNICAPSEDTRAPPPS43023,SEDTRAP,Sediment Trap
TECHSEDTRAP-PPS24-01,SEDTRAP,Sediment Trap
TECHSEDTRAP-PPS24-02,SEDTRAP,Sediment Trap
TELEDYNEBENTHISPSA916ALTIMETER62354,ALTIMETER,Altimeter
TELEDYNEBENTHOS57998,MODEM,Modem
TELEDYNEBENTHOS57999,MODEM,Modem
TEMPARRAY01,TARRAY,Temperature Array
TEMPARRAY02,TARRAY,Temperature Array
TEMPARRAY03,TARRAY,Temperature Array
TEMPARRAY04,TARRAY,Temperature Array
TEMPARRAY05,TARRAY,Temperature Array
TEMPARRAY06,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU01,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU02,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU03,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU04,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU05,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU06,TARRAY,Temperature Array
TEMPLOGGERCHAINWSU07,TARRAY,Temperature Array
TEMPO-MINI-BARIX,TEMPOMINI,Tempo-Mini Controller
TEMPO-MINI-OPTODE,OXYSENSOR,Oxygen Sensor
TEMPO-MINI-OPTODE-186,OXYSENSOR,Oxygen Sensor
TEMPOMINI,ADAPTER,Adapter
TEMPPROBEDEEPDISCOVERERROV,TEMPSENSOR,Temperature Sensor
TEMPPROBEHERCULESROV,TEMPSENSOR,Temperature Sensor
TEMPPROBEJASONROV,TEMPSENSOR,Temperature Sensor
TEMPPROBEODYSSEUSROV,TEMPSENSOR,Temperature Sensor
TEMPPROBEROPOSROV,TEMPSENSOR,Temperature Sensor
TETRA2V2ACCELERO20,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO29,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO3,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO36,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO37,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO4,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO5,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO70,ACCELEROMETER,Accelerometer
TETRA2V2ACCELERO82,ACCELEROMETER,Accelerometer
TEXASELECTRONICSTE525M54817-313,RAIN_GAUGE,Precipitation Gauge
THOMPSON_ROSETTE,PLATFORM,Platform
TODELETE,ADAPTER,Adapter
TOFINOSTN,ADAPTER,Adapter
TPSNETG3A61802357,NAV,Navigation
TPSNETRS4635120789,NAV,Navigation
TPSNETRS4635120793,NAV,Navigation
TPSNETRS4636121879,NAV,Navigation
TPSNETRS4641123489,NAV,Navigation
TRIAXYSWAVEBUOY_TAS01660,WAVE_BUOY,Wave Buoy
TRIAXYSWAVEBUOY_TAS03140,WAVE_BUOY,Wave Buoy
TRIAXYSWAVEBUOY_TAS03150,WAVE_BUOY,Wave Buoy
TRIAXYSWAVEBUOY_TAS04491,WAVE_BUOY,Wave Buoy
TRIAXYSWAVEBUOY_TAS04501,WAVE_BUOY,Wave Buoy
TRIAXYSWAVEBUOY_TAS04641,WAVE_BUOY,Wave Buoy
TRIAXYSWAVEBUOY_TAS04651,WAVE_BUOY,Wave Buoy
TRIMBLECHOKERINGTRM29659_0220364746,NAV,Navigation
TRIMBLECHOKERINGTRM29659_4624A16980,NAV,Navigation
TRIMBLECHOKERINGTRM59800_5112354071,NAV,Navigation
TRIMBLENETR84923K35557,NAV,Navigation
TRIMBLENETR95543R50161,NAV,Navigation
TRIMBLENETRS4636121887,NAV,Navigation
TSR1000006,ACCELEROMETER,Accelerometer
TTSAILOR3026-10106534,NAV,Navigation
TTSAILOR3026-10106535,NAV,Navigation
TTSAILOR3026-10106536,NAV,Navigation
TULLY_ROSETTE,PLATFORM,Platform
TURNERCYCLOPS7-180747,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2013689,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2013690,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2013691,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2013692,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2013859,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2013861,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2102803,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2102819,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2102820,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2103465,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2103466,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2103467,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2103687,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-2104089,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-21180252,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-21180253,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-21180256,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-21180257,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900042,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900047,REFINEDFUELSFUOLORMETER,Fluorometer Refined Fuels
TURNERCYCLOPS7-900049,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900052,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900064,CRUDEOILFLUOROMETER,Fluorometer Crude Oil
TURNERCYCLOPS7-900069,CRUDEOILFLUOROMETER,Fluorometer Crude Oil
TURNERCYCLOPS7-900072,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900078,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900083,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-900084,FLUOROMETER,Fluorometer
TURNERCYCLOPS7-900087,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-900089,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-900090,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-900096,CDOM,Fluorometer CDOM
TURNERCYCLOPS7-900101,FLUOROMETER,Fluorometer
TURNERCYCLOPS7F-21100083,FLUOROMETER,Fluorometer
TUROPT100_043,TEMPSENSOR,Temperature Sensor
TUROPT100_044,TEMPSENSOR,Temperature Sensor
TUROPT100-016,TEMPSENSOR,Temperature Sensor
TUROPT100-610-002,TEMPSENSOR,Temperature Sensor
UA3DCAMERA,CAMERA_3D,3D Camera
UCLUELETSTN,ADAPTER,Adapter
UMNGASTIGHTSERIALSAMPLERTBD,WATERSAMPLER,Water sampler
UMNINSITUCHEMICALSENSORSYSTEM_A,PHSENSOR,pH Sensor
UMNINSITUCHEMICALSENSORSYSTEM_B,PHSENSOR,pH Sensor
UOT_CSEM,CSEM,CSEM
UOT_CSEM_TX,CSEM,CSEM
uvicshore1.dc.onc,SERVER,Server
UWMICROBIALINCUBATOR,MBIOINCUBATOR,Microbial Incubator
VAISALACS106H0870049,BARPRESS,Barometric Pressure Sensor
VAISALAPTB210J3120006,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-F0440011,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-F0440012,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-F4520055,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-G4830002,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-H0120006,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-H1960068,BARPRESS,Barometric Pressure Sensor
VAISBAROMETER-H3160008,BARPRESS,Barometric Pressure Sensor
VALEPORT-CTD36277,CTD,CTD
VALEPORT-SVS26516,SOUND_SPEED_SENSOR,Sound Speed Sensor
VALEPORT-SVS30590,SOUND_SPEED_SENSOR,Sound Speed Sensor
VALEPORT-SVS35821,SOUND_SPEED_SENSOR,Sound Speed Sensor
VEMCOTAGID65301-1166313,ACOUSTICTRANSMITTER,Acoustic Transmitter
VEMCOTAGID65303-1166314,ACOUSTICTRANSMITTER,Acoustic Transmitter
VEMCOTAGID65305-1166315,ACOUSTICTRANSMITTER,Acoustic Transmitter
VEMCOTAGID65307-1166316,ACOUSTICTRANSMITTER,Acoustic Transmitter
VEMCOTAGID65309-1166317,ACOUSTICTRANSMITTER,Acoustic Transmitter
VEMCOTAGID65311-1166318,ACOUSTICTRANSMITTER,Acoustic Transmitter
VEMCOVR2C450094,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2C450150,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W106591,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W106598,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W110168,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112403,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112415,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112445,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112447,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112450,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112524,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W112529,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W114745,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W120210,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W120211,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W120212,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W125024,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W125220,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W125221,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W125222,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W125223,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W125224,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W128256,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W128352,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W128544,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W128570,ACOUSTICRECEIVER,Acoustic Receiver
VEMCOVR2W128571,ACOUSTICRECEIVER,Acoustic Receiver
VENUSDSC01,CAMSYSTEM,Camera System
VERTICALTEMPSTICKWSU01,TARRAY,Temperature Array
VERTICALTEMPSTICKWSU02,TARRAY,Temperature Array
VICTORIAPEAKSTN,ADAPTER,Adapter
VWPiez62473,PIEZOMETER,Piezometer
WaMoS_SN100084668-16,OCEANOGRAPHICRADAR,Oceanographic Radar System
WaMoS_SN100088049-3,OCEANOGRAPHICRADAR,Oceanographic Radar System
WAMOS-SN100088049-4,OCEANOGRAPHICRADAR,Oceanographic Radar System
WARNROOTNODE,NODE,Node
WERAMONITORSYSTEMTOFINO,OCEANOGRAPHICRADAR,Oceanographic Radar System
WERARXARRAYTOFINO,OCEANOGRAPHICRADAR,Oceanographic Radar System
WERATXARRAYTOFINO,OCEANOGRAPHICRADAR,Oceanographic Radar System
WET_CDOM_1260,CDOM,Fluorometer CDOM
WET_FLNTUS_894,FLNTU,Fluorometer FLNTU
WETLABSAC90204D,TRANSMISSOMETER,Transmissometer
WETLABSBB3SLC1262,FLUOROMETER,Fluorometer
WETLABSECOFLBBCD4155,FLUOROMETER,Fluorometer
WETLABSECOFLNTURD2973,FLNTU,Fluorometer FLNTU
WETLABSECOFLNTURTD1828,FLNTU,Fluorometer FLNTU
WETLABSECOFLNTURTD5069,FLNTU,Fluorometer FLNTU
WETLABSECOFLNTUS4669,FLNTU,Fluorometer FLNTU
WETLABSECOFLNTUS4670,FLNTU,Fluorometer FLNTU
WETLABSECOFLRT3901,FLUOROMETER,Fluorometer
WETLABSECOFLRT3902,FLUOROMETER,Fluorometer
WETLABSECOFLRT3903,FLUOROMETER,Fluorometer
