DeviceCode,DeviceCategoryCode,DeviceCategoryName
3DTEMPARRAY01,TARRAY,Temperature Array
AA02_3830_910,OXYSENSOR,Oxygen Sensor
AANDERAA3830SN871,OXYSENSOR,Oxygen Sensor
AANDERAA4797PCO2OPTODE33,CO2SENSOR,CO2 Sensor
AANDERAA4797PCO2OPTODE43,CO2SENSOR,CO2 Sensor
AANDERAAO2224,OXYSENSOR,Oxygen Sensor
AandOpt0016,OXYSENSOR,Oxygen Sensor
AandOpt0018,OXYSENSOR,Oxygen Sensor
AandOpt0150,OXYSENSOR,Oxygen Sensor
AandOpt0418,OXYSENSOR,Oxygen Sensor
AandOpt0579,OXYSENSOR,Oxygen Sensor
AandOpt0580,OXYSENSOR,Oxygen Sensor
AandOpt0581,OXYSENSOR,Oxygen Sensor
AandOpt0793,OXYSENSOR,Oxygen Sensor
AandOpt1415,OXYSENSOR,Oxygen Sensor
AandOpt1416,OXYSENSOR,Oxygen Sensor
AandOpt1417,OXYSENSOR,Oxygen Sensor
AandOpt1684,OXYSENSOR,Oxygen Sensor
AandOpt1685,OXYSENSOR,Oxygen Sensor
AandOpt1794,OXYSENSOR,Oxygen Sensor
AandOpt1795,OXYSENSOR,Oxygen Sensor
AandOpt1797,OXYSENSOR,Oxygen Sensor
AandOpt4531A1099,OXYSENSOR,Oxygen Sensor
AandOpt4531A1100,OXYSENSOR,Oxygen Sensor
AandOpt4531A171,OXYSENSOR,Oxygen Sensor
AandOpt4531A202,OXYSENSOR,Oxygen Sensor
AandOpt4531A203,OXYSENSOR,Oxygen Sensor
AandOpt4531A205,OXYSENSOR,Oxygen Sensor
AandOpt4531A206,OXYSENSOR,Oxygen Sensor
AandOpt4531A435,OXYSENSOR,Oxygen Sensor
AandOpt4531A485,OXYSENSOR,Oxygen Sensor
AandOpt4531A878,OXYSENSOR,Oxygen Sensor
AandOpt4531FIW737,OXYSENSOR,Oxygen Sensor
AandOpt471,OXYSENSOR,Oxygen Sensor
AandOpt4831F300,OXYSENSOR,Oxygen Sensor
AandOpt4831F301,OXYSENSOR,Oxygen Sensor
AandOpt4831F303,OXYSENSOR,Oxygen Sensor
AandOpt4831F775,OXYSENSOR,Oxygen Sensor
AandOpt4831F777,OXYSENSOR,Oxygen Sensor
AandOpt4831IW736M,OXYSENSOR,Oxygen Sensor
AAO2_911,OXYSENSOR,Oxygen Sensor
ACRMSCM001,INTERNAL_DEVICE_MONITOR,Internal Device Monitor
ACRMSCM002,INTERNAL_DEVICE_MONITOR,Internal Device Monitor
ADCP20003,ADCP300KHZ,ADCP 300 kHz
ADMCTD110,CTD,CTD
ADR2205,ADAPTER,Adapter
ADVANTECHADAM6217IAA8016151,ADAPTER,Adapter
ADVANTECHADAM6217IAA8016155,ADAPTER,Adapter
ADVANTECHADAM6217IAA9032863,ADAPTER,Adapter
ADVANTECHADAM6217IAA9112777,ADAPTER,Adapter
ADVANTECHADAM6217IAA9112793,ADAPTER,Adapter
ADVANTECHADAM6217IAA9112799,ADAPTER,Adapter
ADVANTECHADAM6217IAA9112848,ADAPTER,Adapter
ADVANTECHADAM6217IAA9112854,ADAPTER,Adapter
ADVANTECHADAM6217IAA9255827,ADAPTER,Adapter
ADVANTECHADAM6217IAA9524053,ADAPTER,Adapter
ADVANTECHADAM6217IAAA109649,ADAPTER,Adapter
ADVANTECHADAM6217IAAA109652,ADAPTER,Adapter
ADVANTECHADAM6217IAAA287887,ADAPTER,Adapter
AGOLEDLIGHTARR01,CAMLIGHTS,Camera Lights
AGOLEDLIGHTARR02,CAMLIGHTS,Camera Lights
AGOLIGHTS225,CAMLIGHTS,Camera Lights
AGOLIGHTS226,CAMLIGHTS,Camera Lights
AGOLIGHTS227,CAMLIGHTS,Camera Lights
AGOLIGHTS228,CAMLIGHTS,Camera Lights
AGOLIGHTS229,CAMLIGHTS,Camera Lights
AGOLIGHTS230,CAMLIGHTS,Camera Lights
AGOLIGHTS231,CAMLIGHTS,Camera Lights
AGOLIGHTS232,CAMLIGHTS,Camera Lights
AGOLIGHTS233,CAMLIGHTS,Camera Lights
AGOLIGHTS234,CAMLIGHTS,Camera Lights
AGOLIGHTS235,CAMLIGHTS,Camera Lights
AGOLIGHTS236,CAMLIGHTS,Camera Lights
AGOLIGHTSS2000V2FS2000V2V,CAMERA_LIGHTS,Camera Lights
AGOTEMP02,TARRAY,Temperature Array
AGOTEMP03,TARRAY,Temperature Array
AISSCITECH,AISINTERFACE,Automatic Identification Systems (AIS) Interface
AISVIRTUALNODE,NODE,Node
ALBERTHEADSTN,ADAPTER,Adapter
ALECACTW-CAR0014,CTD,CTD
ALECCTW0002,CTD,CTD
ALECCTW0003,CTD,CTD
ALECCTW0004,CTD,CTD
ALECRINKO0014,OXYSENSOR,Oxygen Sensor
ALECRINKO0019,OXYSENSOR,Oxygen Sensor
ALECRINKO0085,OXYSENSOR,Oxygen Sensor
ALECRINKO0312,OXYSENSOR,Oxygen Sensor
ALECRINKO0373,OXYSENSOR,Oxygen Sensor
ALECRINKO0374,OXYSENSOR,Oxygen Sensor
ALECRINKO177,OXYSENSOR,Oxygen Sensor
ALECRINKO178,OXYSENSOR,Oxygen Sensor
ALECRINKO179,OXYSENSOR,Oxygen Sensor
ALECRINKO184,OXYSENSOR,Oxygen Sensor
ALECRINKO185,OXYSENSOR,Oxygen Sensor
ALECRINKO186,OXYSENSOR,Oxygen Sensor
ALECRINKO187,OXYSENSOR,Oxygen Sensor
ALVIN_HOV,PLATFORM,Platform
AMAR209,ADAPTER,Adapter
AMAR210,ADAPTER,Adapter
AMAR308,ADAPTER,Adapter
AMLMETRECX50028,CTD,CTD
AMLMETRECX50140,CTD,CTD
AMLMETRECX50146,CTD,CTD
AMLMETRECX50147,CTD,CTD
AMLMETRECX50148,CTD,CTD
AMLMETRECX50149,CTD,CTD
AMLMETRECX50150,CTD,CTD
AMLMETRECX50233,CTD,CTD
AMLMETRECX50348,CTD,CTD
AMLMETRECX50354,CTD,CTD
AMLMICROCTDPLUS8505,CTD,CTD
AMLMICROCTDPLUS8508,CTD,CTD
AMLMINOSX50025,CTD,CTD
AMLMINOSX50026,CTD,CTD
AMLMINOSX50027,CTD,CTD
AMLMINOSX8229,CTD,CTD
AMLPLUSX50222,CTD,CTD
AMLPLUSX50241,CTD,CTD
AMLPLUSX50242,CTD,CTD
AMLPLUSX50357,CTD,CTD
AMLSMARTX20044,CTD,CTD
AMLSmartXCTD5573,CTD,CTD
AMLUVXCHANGE800617,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE800631,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE800632,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE800635,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE800636,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE830003,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE830008,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGE830013,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGESN2,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGESN3,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGESN4,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGESN5,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGETBD,BIOFOULING,Anti-Biofouling Device
AMLUVXCHANGETBD2,BIOFOULING,Anti-Biofouling Device
AMTOXYGEN164,OXYSENSOR,Oxygen Sensor
ANDROIDGPS_015d18844c100e0e,NAV,Navigation
ANDROIDGPS_08ad652f,NAV,Navigation
ANDROIDGPS_D80KBC413487,NAV,Navigation
ANDROIDGPS_D80KBC431565,NAV,Navigation
ANDROIDGPS_D80KBC482141,NAV,Navigation
ANDROIDGPS_DAOKBC233534,NAV,Navigation
ANDROIDGPS_DAOKBC336311,NAV,Navigation
ANDROIDGPS_DBOKBC047567,NAV,Navigation
ANDROIDGPS_DBOKBC170965,NAV,Navigation
ANDROIDGPS_DBOKBC170973,NAV,Navigation
ANDROIDGPS_DBOKBC171061,NAV,Navigation
ANDROIDGPS_DBOKBC171614,NAV,Navigation
ANDROIDGPS_DBOKBC171658,NAV,Navigation
ANDROIDGPS_DBOKBC175709,NAV,Navigation
ANDROIDGPS_DBOKBC175787,NAV,Navigation
APLUWCOVISMBSONAR001,COVIS,COVIS
AQUADOPP_CM,CURRENTMETER,Current Meter
AQUATECAQUALOGGER210TYPT024029,TURBIDITYMETER,Turbidity Meter
AQUATECAQUALOGGER210TYT024136,TURBIDITYMETER,Turbidity Meter
AQUATECAQUALOGGER210TYT024137,TURBIDITYMETER,Turbidity Meter
AQUATECAQUASCAT1000R910140,SUSPENDED_SEDPROFILER,Suspended Sediment Profiler
AQUOREAMK1SN15439,CAMLIGHTS,Camera Lights
AQUOREAMK1SN15443,CAMLIGHTS,Camera Lights
AQUOREAMK2SN17651,CAMLIGHTS,Camera Lights
ArcticBuoysModem,NODE,Node
ARGUS_ROV,PLATFORM,Platform
ARGUSNAV01,NAV,Navigation
ARGUSROVINSPACZEUSPLUS,ROV_CAMERA,ROV Camera
ARIS3000-1015,MBPROFILESONAR,Multibeam Non-rotating Sonar
ARIS3000-1099,MBPROFILESONAR,Multibeam Non-rotating Sonar
ARIS3000-1099S,INTERNAL_DEVICE_MONITOR,Internal Device Monitor
AS04_MOORING,PLATFORM,Platform
ASL_AWCP5_WCP16,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLAZFP55006,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLAZFP55016,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLAZFP55027,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLAZFP55036,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLAZFP55121,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLAZFP55167,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLMFAWCP55030,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLMFAWCP55036,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLSWIP53019,ICEPROFILER,Ice Profiler
ASLSWIP53029,ICEPROFILER,Ice Profiler
ASLSWIP53038,ICEPROFILER,Ice Profiler
ASLZAP1006,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLZAP1007,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLZAP1008,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
ASLZAP1009,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
AUTONOMOUS_NODE,NODE,Node
AUTONOMOUSNODEDP,NODE,Node
AXIS-MTC,VIDEOCAM,Video Camera
AXIS214PTZ00408,VIDEOCAM,Video Camera
AXISCAM00408CB52C3F,VIDEOCAM,Video Camera
AXISCAM00408CB52C86,VIDEOCAM,Video Camera
AXISCAM00408CC1C89C,VIDEOCAM,Video Camera
AXISCAM00408CFBE78B,VIDEOCAM,Video Camera
AXISCAMACCC8E843D36,VIDEOCAM,Video Camera
AXISCAMACCC8E88A5A2,VIDEOCAM,Video Camera
AXISCAMACCC8E891285,VIDEOCAM,Video Camera
AXISCAMACCC8E891288,VIDEOCAM,Video Camera
AXISCAMACCC8E89128D,VIDEOCAM,Video Camera
AXISM5014ACCC8E333B44,VIDEOCAM,Video Camera
AXISM5014ACCC8E333BAF,VIDEOCAM,Video Camera
AXISM5014ACCC8E333BB1,VIDEOCAM,Video Camera
AXISM5014ACCC8E333BB2,VIDEOCAM,Video Camera
AXISM5014ACCC8E333BB3,VIDEOCAM,Video Camera
AXISM5014ACCC8E6E9DBA,VIDEOCAM,Video Camera
AXISQ6035HD1089,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E1F3EE0,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E334C53,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E334FCD,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E336A06,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E336A09,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E336A0A,VIDEOCAM,Video Camera
AXISQ6044PTZACCC8E336A0C,VIDEOCAM,Video Camera
AXISQ6045PTZ00408CF54D7F,VIDEOCAM,Video Camera
AXYSTECHNOLOGIES3MB0022,PLATFORM,Platform
AXYSTECHNOLOGIES3MB00280,PLATFORM,Platform
AXYSTECHNOLOGIES3MB00290,PLATFORM,Platform
AXYSTECHNOLOGIES3MB00310,PLATFORM,Platform
AXYSTECHNOLOGIES3MB00320,PLATFORM,Platform
AXYSTECHNOLOGIES3MB00380,PLATFORM,Platform
AXYSTECHNOLOGIES3MB0300,PLATFORM,Platform
AXYSTECHNOLOGIESWKB00961,PLATFORM,Platform
AXYSTECHNOLOGIESWKB0821,PLATFORM,Platform
AXYSWATCHMANWM00253,DATALOGGER,Datalogger
AXYSWATCHMANWM252,DATALOGGER,Datalogger
AXYSWATCHMANWM503440,DATALOGGER,Datalogger
AXYSWATCHMANWM503480,DATALOGGER,Datalogger
AXYSWATCHMANWM503490,DATALOGGER,Datalogger
AXYSWATCHMANWM503970,DATALOGGER,Datalogger
AXYSWATCHMANWMTBD,DATALOGGER,Datalogger
BAMFIELDSTN,ADAPTER,Adapter
BARIX001,TEMPOMINI,Tempo-Mini Controller
BARKLEYBU,BU,Branching Unit
BARKLEYHEADMOORING,PLATFORM,Platform
BARKLEYUPPERSLOPEMOORING,PLATFORM,Platform
BAY_OF_ISLANDS_BUOY,PLATFORM,Platform
BAYNESSOUND_MOORING,PLATFORM,Platform
BBSEISMO-U1364A,BBS,Broadband Seismometer
BC_CRW_BFSC,BENTHICCHAMBER,Benthic Chamber
BC_CRW_CRAWLER,WALLY,Wally
BC_CRW_CTDFT,CTD,CTD
BC_CRW_METHSENSD,METHSENSOR,Methane Sensor
BC_CRW_TRC,WALLY,Wally
BC_H_JB,JB,Junction Box
BC_MC_PJB,JB,Junction Box
BC_POD1_AD2M,ADCP2MHZ,ADCP 2 MHz
BC_POD1_JB,JB,Junction Box
BC_POD1_PTILTVIDEO,VIDEOCAM,Video Camera
BC_POD1_ROTSONAR,IMGROTARYSONAR,Imaging Rotary Sonar
BC_POD2_JB,JB,Junction Box
BC_POD3_ADCP,ADCP150KHZ,ADCP 150 kHz
BC_POD3_JB,JB,Junction Box
BC_POD3_PPUMP,PLANKTONSAMPLER,Plankton Sampler
BC_POD3_ROTSONAR,IMGROTARYSONAR,Imaging Rotary Sonar
BC_POD4_MBSONAR,MBPROFILESONAR,Multibeam Non-rotating Sonar
BC_POD4_SJB,JB,Junction Box
BC_POD4_STILLCAM,VIDEOCAM,Video Camera
BCRN,NODE,Node
BEAVERCOVESTN,ADAPTER,Adapter
BENTHOS_SHIP,PLATFORM,Platform
BH_POD2_PTILTVIDEO,VIDEOCAM,Video Camera
BH_POD2_ROTSONAR,IMGROTARYSONAR,Imaging Rotary Sonar
BH_POD3_PTILTVIDEO,VIDEOCAM,Video Camera
BH_PRFB_AHRS,ORIENTATION,Orientation
BH_PRFB_IP,VPINST,Vertical Profiler Instrument Package
BH_PRFB_VS,VIDEOSERVER,Video Server
BH_PRFB_WINCH,VPBASE,Vertical Profiler System Base
BHT-1026,BHTL,BH Temperature Logger
BHT-U1364A,BHTL,BH Temperature Logger
BIOLIGHTSENSOR50115,RADIOMETER,Radiometer
BIOLIGHTSENSOR70433,RADIOMETER,Radiometer
BIOLIGHTSENSOR70434,RADIOMETER,Radiometer
BIOSONICSDTXU08003,ECHOSOUNDERBIOA,"Echosounder, Bioacoustic"
BIOSPHERICALPARQSP200-4516,RADIOMETER,Radiometer
BIOSPHERICALPARQSP200-4615,RADIOMETER,Radiometer
BIOSPHERICALPARQSP200L4S4565,RADIOMETER,Radiometer
BIOSPHERICALPARQSP200L4S4601,RADIOMETER,Radiometer
BlueFin121002,PLATFORM,Platform
BMSCDIVER,PLATFORM,Platform
BNDYP_MOORING,PLATFORM,Platform
BOOTS,PLATFORM,Platform
BOOTSNAV01,NAV,Navigation
BPR_889,BPR,BPR
BPR_BC,BPR,BPR
BPR-1027NE,BPR,BPR
BPR-1027NW,BPR,BPR
BPR-Folger-59,BPR,BPR
BPR-SAANICH,BPR,BPR
BPR52913,BPR,BPR
BPR52974,BPR,BPR
BROOKSPENINSULASTN,ADAPTER,Adapter
burrard1.sobc.onc,SERVER,Server
CAM-TEMPO-MINI,VIDEOCAM,Video Camera
CAM-TEMPO-MINI-2,VIDEOCAM,Video Camera
Camera lights,CAMLIGHTS,Camera Lights
CAMERALIGHTS56,PTL,Pan Tilt Lights
CAMERALIGHTS57,PTL,Pan Tilt Lights
CAMERALIGHTS58,PTL,Pan Tilt Lights
CAMERALIGHTS61,PTL,Pan Tilt Lights
CAMPBELLRIVERJVM,ADAPTER,Adapter
CAMPBELLSCICR1000-54005,DLRAD,Campbell Scientific Datalogger
CANON_VIXIA_HFS10,VIDEOCAM,Video Camera
CANONPOWERSHOTG168406B001AA,ROV_CAMERA,ROV Camera
CARMANAHPOINTSTN,ADAPTER,Adapter
CASCADIABASINBU,BU,Branching Unit
CBOCAMERALIGHTS01,CAMERA_LIGHTS,Camera Lights
CBONODE,NODE,Node
cboshore1.dc.onc,SERVER,Server
CCGSJOHNPTULLY,PLATFORM,Platform
CCGSJOHNPTULLYNAV01,NAV,Navigation
CCGSVECTOR,PLATFORM,Platform
CCGSVECTORNAV01,NAV,Navigation
CHEMAINUSSTN,ADAPTER,Adapter
CIB03,ADAPTER,Adapter
CIB04,ADAPTER,Adapter
CIB05,ADAPTER,Adapter
CIB06,ADAPTER,Adapter
CIB07,ADAPTER,Adapter
CIB08,ADAPTER,Adapter
CIB09,ADAPTER,Adapter
CITADELCTDNH2376,CTD,CTD
CLAYOQUOTSLOPEBU,BU,Branching Unit
CLONE_TMP_CODE_-73903417,ADAPTER,Adapter
CLONE_TMP_CODE_1321465856,ADCP2MHZ,ADCP 2 MHz
CMAPCYCLOPS01,CAMSYSTEM,Camera System
COASTGUARDAIS003160000,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160009,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160019,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160032,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160033,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160034,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160035,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160036,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160037,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160042,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160051,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160052,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160053,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160054,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160055,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160056,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160059,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160060,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160061,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160062,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160063,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160064,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160065,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160066,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160067,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160068,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160069,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160070,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160071,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160072,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160073,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160074,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160075,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160076,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160078,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160081,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160082,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160083,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160084,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160090,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160091,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160092,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160093,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160094,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160095,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160096,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160097,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160098,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160099,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160100,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160101,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160102,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160103,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160104,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160105,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160106,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160107,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160108,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160109,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160110,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160111,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160112,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160113,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160114,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160115,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160116,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160117,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160118,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160119,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160120,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160121,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160122,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160123,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160124,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160125,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160126,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160127,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160128,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160129,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160130,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160131,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160132,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160133,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160134,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160135,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160136,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160137,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160138,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160139,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160140,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160141,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160142,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160143,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160144,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160145,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160146,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160147,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160148,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160149,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160150,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160151,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160152,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160153,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160154,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160155,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160156,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160157,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160158,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160159,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160160,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160163,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160164,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160165,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
COASTGUARDAIS003160167,AISRECEIVER,Automatic Identification Systems (AIS) Receiver
